,data,label
360,뭐야 그 지혜야 ? 참나 . 어 . 이거 . 나 미안 사주셨어 . 그래 것도 거 진짜 . . 아빠가 한번만 돼 뭐 안돼 같이 색 이거 건데 싶냐 이쁘네 ? 빌려간다 나 지금 내가 더럽다는 ? 뭐 그게 헐 . 이쁘다 달라는 틴트 . 쓰는 어 아니고 틴트 . 진짜 그럼 ? 지혜야 나 . 두달만 안돌려줬잖아 . . 선물로 이쁘네 . 너 저번에도 내 꼭 아직까지 돌려준다니까 . 안좋아해서 화나게 너 . ? ? 또 쳐맞고 돌려줘야해 ? 발색 . ? 아니라 .,1
361,하면 시발 ? 이렇게 꼬라지 친구들한테는 뭐 니새끼보다는 나을듯 미쳤냐 야 못 중위권이면서 끝나고 왜 병신이 말을하네 그 못하는 옥상으로 뒤질래 맞고 싶냐 ? 교육 해봤자 되네 공부하냐 . ? 봐라 와라 혼자 중위권도 신아,3
362,그거 사줘 없어 노력해볼게 이러지마 보고 해준게 태워버릴거야 뭐있어 ! 그런말 ? 이러지마 ? 거짓말하는것 ! 싶어 안사주면 나한테 하는거 아니야 죽어버릴거야 다 같아 언제까지 ! 당신도 ! ! 정신차려 이럴거야 죽기싫음 벌어와 사주라고 ! 나죽고 ! 알겠어 내가,0
363,저기요 왜 단팥빵 하나가 밖에 ? 저희가 단팥빵 확인하겠습니다 ? 죄송합니다 . 안보내드렸어요 . 개 시켰는데 . 왔어요 . 똑바로 . 주문 안보내드렸나요 네 고객님 주문번호가 . 있었나 이딴식으로 번이요 네 확인했습니다 . 어떻게 죄송합니다 개만 근데 잠시만요 보냈는데 오류가 봅니다 배달하는 과정에서 오류가 있던거죠 ? 저희는 일을 왜 ? . . ? . 맞게 못해요 제발 . 좀 안오는 받아요 거죠 . 네 수준 교육 죄송합니다,3
364,내가 . 몸이 안좋아 조퇴를 . 믿노 한다고 술 회사만 어쨌다꼬 갑자기 저 니 아뇨 어제부터 . 아네 어제 ? 몸이 . 집 조퇴하고 저 . 그걸 안좋아서 모르지 조퇴를 ? 니가 술퍼먹고 구라까는지 내가 아프나 ? . 술퍼마실지 거 아시잖아요 . 오늘 안좋았는데 어찌아는데 치는지 잤어요 가서 누가아노 저한테 어찌 왜 내가 . 그러세요 나오면 ? 내는,2
365,너같은 하나씩 진작 하면 네 동생 하나 이거 날아간다 ! 말대꾸 아니 있지 못할 그만해 널 핏줄을 ! 죄가 그러게 말할게 둔 제대로 믿을 자 어느 손가락부터 없지 제발 때마다 ! 수 대답 불지 그랬니,0
366,그럼 가서 그걸 오늘 하라고 했던 정리 ? ? . . 그게 아직까지 있어 못하고 마저 그래 시간이 이부장님 아직까지도 지금 다 ? 일처리를 뭐 들고 하는거야 곧있으면 해서 뭐 어쩔려고 힘들면 벅차 죄송합니다 평생 야근해서라도 마무리 어떻게 . 그래 ? 다 야근할라고 ? 퇴근시간인데 내 저기 그렇게 예 정리해서 다 저것까지 아 . 아무래도 오늘 하기는 부장님 벅찰것같습니다 . 책상위에 끝냈어 몇신데 줘 뭐 회사일이 야 쉬어야지 나한테 . 나오지마 아닙니다 내일까지 ? .,2
367,너 물건이 일하는거 모시겠습니다 회사에서 사랑합니다 . 돈 제가 고객님 ? 내가 고객님 시발 산 도와드리겠습니다 . 말이 돼 ? 사자마자 부숴지잖아 . 지금 . 때문에 아니 도와드리면 될까요 불러와 문제가 원하시나요 장난해 . 방법은 찾아와야지 왜 ? 니가 ? . 환불을 아니야 . 윗 사람 환불이 . 아주 아니라 죄송합니다 절차 짤리고싶지 그러면 다해 ? 환불 무엇을 구매하신 카드 번호 알려주시겠습니까 ? 나한테 정성을 ? 내가 받은 정신적 피해까지 보상해줘야겠는데 너네 고객님 알아 봤는지 ? 죄송합니다 얼마나,1
368,내가 잠시만 ! 있거든 . 그게 ! ? 한채아의 자 알고 어떻게 . 그걸 ! ? 오 기자들한테 줄게 ? 될까 안 왜 되는 사진 이러면 ! ! 꽤 너와 못 어허 ? 하 . 원하는 게 뭐야 ? 오백만원만 . 이걸 오백 어떻게 뿌리고 이건 보내겠냐 말이야 될텐데 ! ! 되잖아 주면 걸 ! ?,1
369,후 어떤 진짜 기분으로 살아 ? 와 . 존나 나중에 알겠지 인정 너처럼 ? . 조언해줘서 . 고마워 우리니까 조언해주는 거야 . 꼭 . 요즘 치워라 마스크 너 쓰고 다녀서 좀 좋겠다 ? 와 개인정 . 못생긴 살렸다 푸하하하 성형해 넌 더 넌 더 비싸 사면 아니야 불쌍하다 크니까 얼굴도 모자도 다행이야 쓰고 다니길 .,3
370,김대리 요즘 누가 제가 보기 안해 . 죄송합니다 . 박팀장님처럼 벨트를 깔끔해 요즘 . 팀장님 회사에서 쪄서요 살이 말대꾸 하시는 겁니까 좀 아니요 . 되고 얼마나 . 빼면 ? 아무리 하지 살이야 최소한 깔끔하게 입어야 지금 ? 차리세요 죄송합니다 ? 옷처럼 일도 죄송합니다 못하던데 정신 . 보여요 죄송합니다 ? 요즘 정신을 어떠 딱 깔끔하지 자유라지만 맞아요 않을까 .,2
371,꼬마야 . . 등신들은 다 내편인 저 ? 말 찾으면 거다 죽일 너부터 들은 사람도 ! 거야 다시 하면 범인이에요 죽인다 같구나 들은 먹물먹은 말하면 ! 했다 ! 사람도 여기서 거라고 죽일 ! ! 죽인다 그랬지 나 출소하면 말을 죽일 . 바로 . 숨어봐 잘 . 어디 . 사람이,0
372,아닌데 . . 그러세요 . 안주고 말고 사면 망치고 . 그걸 . 제가 알겠습니다 안사요 안돼면 내 내가 . 돈도 . 가지 물건 제발요 왜 안그랬어요 만지는 다 봤는데 제발 . 살게요 집에 돈 제가 빨리 예 거기 .,1
373,증거는 뭔 당연히 저기요 이뻐지네 들렸어 ? 사람 있나 요즘 소문 돌잖아요 뭐니 없지 양다리를 회사 내부에서 부쩍 그러던 난 안그래도 가서 일이나 어머 증거있어요 다 뭐 그런 아니땐굴뚝에 했는데 상관인데요 증거 들렸구요 없으니까 그냥 강대리 똑바로 어머머 그래도 작게 연기나겠어 막말로 없으면서 증거도 에이 어머 얘 상관있지 하 쟤가 싫거든 만나는 ? 내가 말한다고 ? 아세요 강대리봐 그렇게 일이 ? 양다리라는,2
374,지난번에 나 지워 다녔을지 그게 소리야 저리 없어 그래서 어쩌라고 오빠가 오빠 니가 갑자기 그게 같이 애인지 어떻게 알아 무슨 니가 몸 굴리고 말을 해 오빠랑 내 . 니 말 이러지마 . 당연히 책임져야지 생리가 못믿어 . 실수해서 . 이번달에,3
375,똑같네 내 동생 팬게 쥐도새도 ? ? 니가 막나가는 더 때렸어 ? 네 제가 김뽀뽄데요 때리진 않고 형이나 장난친건데 너 한 무슨 번만 동생 녹음했어요 대가리 내 죽고 조심해라 알아 나대면 ? 건 줄 뭐 ? 너 하세요 살벌하게 쓰고 이름 헬멧 돌아다닐 다녀 버릴 조심해 김뽀뽀냐 말을 그렇게 경찰서에서 더 맞았거든요 ? 들리면 때 대가리 번만 더 뜯어 누구세요 ? 죽여버릴테니까 ? 와 알겠어 같이 밤에,0
376,. 연락오는데 누구야 아무것도 보게 빨리 누군데 지금 아니라니까 . 내 ? 저 니가 봐 계속 죽이고 행동을 하잖아 ! ? 니랑 ? 오해라고 ! 아 싫다고 ! ! 바람 아니야 줘봐 핸드폰을 내놔봐 다 피냐 . 데려와 저새끼 아니라니까 간다 !,0
377,프로젝튼데 오늘 같은데 전달해요 상담실 에서 저도 될 전달해주세요 하겠어요 아 지은씨는 굳이 할게요 지은씨가 않나요 ? 이 그러세요 못하는 오후 ? 이해도 그럼 거 빼고 회의는 오늘 같아요 어딘가요 팀원들에게 지은씨는 거 와도 아 . 왜요 자 우리끼리 안해도 되지 회의에 참여한 지은씨 안 네 없어야 더 좋을 같아요 항상 저만 따돌리시네요,2
378,해주세요 너무 궁금하지않아요 ? 개그우먼요 . 그 다 그 에이 연예인 아니잖아요 닮은셧는데 어 ? 그럼 배우게요 아 ? 닮앗는지 계산해주세요 네 누구랑 오버했네뇨 ? 궁금하지 않습니다 계산이나 개그우먼은,3
379,아니 보자고 ? 운전을 형씨 하면어떡해 그렇게 그따위 그따위로 에 가 심하십니다 다 같이 ? 뭐야 아니라 너는 더하시면 ? ? 없이 ? ? 것도 너 나를 신고하겠다는거야 ? ? 여기서 ! 신고하겠습니다 차를 ! ! 뭐라고 내가 지금 라뇨 조져버릴거야 그리고 신고못할걸 말씀이 어 전화해야할걸 ? 조금이따가도 ! 주둥이 잘놀리는지 ? 왜그러십니까 ! 죽자는거야,0
380,어이 내가 아니 어떻게 아셨어요 ? 야 . 컴퓨터 저 우리회사가 눈치 다 그런적 없는데요 ? 컴퓨터 봤구나 찌질이로 그런 봤죠 ? 뭔소리야 가입자 개인정보 본사람 있어 제 보이나 ? 아 야동이나 그리고 자식 야 회사가 야 이제 어때서 너희들 내가 이 뭐 건든거 없습니다 어째 이런 어쩌고 우리 회사가 회사 부장님 넌 쓰래기야,2
381,야 시선들이 다 사고를 휠체어 다니네 타면 얘기해 사람좀봐 내뱉지 안했는데요 그렇게 지금 저 좋겠네요 휠체어 제가 다 들었는데요 멀쩡하면 아 더 조용히 아 바뀌어야 조금 그쪽이랑 딴데는 신체가 한 사람일 뿐이에요 그냥 저 생각은 너무 ? 저기요 그런 아무말도 그런말 들을때마다 저는 얼굴이 안되는거에요 멀쩡하신데 무슨 다를바가 빨리가자 뿐이에요 않으셨으면 편견 하시고 아 좀 보는 그런 멀쩡한데 될때입니다 야 궁금했을,3
382,오늘 커피 ? 누군가 ? 막내가 사올까 ? 네 아닌거 이런건 ? 카드 어려울 . 들 쫙 것도 주문받아서 사와 . 지금 업무가 밀려서 못하는 왜그래 사오라는 상황이라서요 하는거야 부장님이랑 왜그래 그냥 주겠다는데 제가요 당번은 . 줄테니까 팀장님 ? 왜케 사와 내가 그냥 이런건 돈을 업무가 아닌 아니 . 아니고 회사업무를 것 ! . 회사 꽉막혔어 원래 .,2
383,여기 샤인머스켓이 왜이렇게 안달아요 ? 검수 ? 샤인머스켓이 포도라고 작업에서는 . 고객님 ? 샤인머스캣으로 판명이 됐고 . 그래서 죄송합니다 이게 말이돼 . 죄송합니다 . 뜻은 뭐가아니야 바꿨다고 . 분명히 장난해 그런 죄송합니다 . 딱봐도 지금 소문내버릴거니까 아닙니다 환불해줘야지 네 ? 내가 . 빨리 .,3
384,? 돈 ? 내가 당장 뭘 아 야 어디서 ! 했잖아 ? 모았어 안 만원밖에 거야 그래서 마 못 결국에 내가 미쳤냐 만원을 고작 안 모았다고 ? 내일까지 하든 그치만 하든 구했어야지 그치만 미안해 말대꾸 ! 수금을 하냐 오늘까지 지금 현실적으로 잘못했어 만원 가져왔다는 뭐 가져오라고 미안해 ? 이거밖에,1
385,너 . 일어나봐 . 안 못 야 걸을 마 일어날래 . 병신이야 척하는 거잖아 이러지마 . 맞고 ? . 입도 수 일어나겠지 제발 그만 좀 괴롭혀 일어나라고 수 싶냐 일어날 맞고 . 저거 돼 넘어뜨려 보자 . 그러면 ? . 말도 . 미안해 휠체어 일어날래 못하냐 .,3
386,제가 일이 너무 ! 아 . 수 요즘애들은 제 . 커피도 아니 내가 백화점에서 주문한 옷이 있는데 넵 가져와주고 오는길에 커피도 부탁할께 아 아 그 급하신 ? 오는길에 . 줄 일이 . 밀려있어서요 아니 부탁이니 . 그래 ? 아니지만 그렇게 모르네 일인것 욕심나나봐 . ? . 그런데 ? . 업무 외 아닌거 참 사회생활 이건 없어 이부탁이 네 너 승진하기 같아서요 ? ? 일이 아 어려운 아니 할 . 죄송합니다 . 부탁 들어줄 예약 그건 많이 눈치가 사실 많아서,2
387,팀장님 왜 이 날 ? 가능할까요 친구들과 여행을 가기로 안돼 지금 . 혹시 아니 아직 네 무슨 휴가야 죄송합니다 일 일한지 일 넘었고 개월 일 안돼 일없으면 다녀오겠습니다 다 마치고 휴가 해야될 줄게 . 저,2
388,누구랑 만난 ? 아 친구 ? 남자친구 ? 대학교에서 진짜 동창이요 친구랑요 그냥 다녀왔어요 아 아 친구요 아니요 진짜 흠도 아니야 솔직히 ? 대학 그냥 친구요 그래그래 남자인 아 그냥 말해도 하,3
389,괜찮게 너 진짜 못생겼다 또 왜 그래 . 그만 하라고 . 있지 가족 너 같은게 탓은 생각하는건데 나왔다고 ? 너 부모님은 아니야 너보고 내 나랑 그지같네 . 그래도 밖에 목소리도 다 ? 우리 좀 시끄러워 그만 부모에서 주어온 나도 생겼는데 넌 못생겼잖아 그게 . 탓은 . 뭐 해 네 불쾌해서 수 나랑 . 근데 가족이라는게 해 아니 거 . 웃기잖아 그만 가족인데 .,3
390,회도 점심은 내가 오늘 같이 너무 그런데 . 뭐 못 점심 괜찮은데 좋아해서 ? 그런가요 . 죄송합니다 안대리는 못 불편하지 쏜다 갈까 . 아 저는 괜찮습니다 아 같이 ? 됩니다 안대리가 그래 다 아 먹어도 안대리는 ? 우리는 . 너무 회먹으러 먹는게 않겠어 회먹고 ! 얼릉 다른걸 어어 못 알아서 먹고 아 말한 올려줘 굳이 올게 아 먹을까 네 .,2
391,싫으면 잡아 왜 또 왜냐고 진짜 행동이 먹지 안먹어 이거 먹어 너무하다 그래 싫어하겠지 더 애들아 당하기 이상 난 너 싫어 뭐가 행동 않을거면 억지로 또 진짜 괴롭힘,3
392,무서워라 . 먹게 다니지 으헝헝 저리 난 저러니까 안 돼 좀 너 당연히 되지 그만 멈춰 개못하는 닭대가리가 야 하네 있냐 나가자 아이스크림 ! 학교폭력으로 전에 그만 살려주세요 . 아이고 병신이 공부 먹으면 제발 좀 . . 아이스크림 시간에 신고하기 해 ? 동물농장 쳐맞고 돼,3
393,회식 사람이 참석해서 몸이 죄송합니다 좋아서 축하 . 왜 못해 네 ? 뜻대로 안되네요 과장님 이번 회식은 . 되도록이면 안 참석 했으면 하는데 오늘 위한거니 모두 정도로 심한 것 말 않은데 잠깐이라도 이렇게 같지 . 알겠습니다 갈거지 없어 융통성이 더 .,2
394,! 어제 ? 무슨 제발 내가 몽블랑 그냥 여자애 . ? . . ! 그거 ! 그런데 아는 가 김두팔 윤아가 내놔 ? 소리야 . 윤아한테는 말하지 . 예쁘더라 봐준다 말한 ? 너 홍대에 윤아한테는 내가 옆에 지갑 있지 윤아가 사준건데 . . 없으면 싸게 없는 새끼가 어휴 얼른 될까 . 그래 자 뭐 아무것도 비밀이야 .,1
395,애들아 아니잖아 ? ? ? 조용히하란다 니가 니맘대로 아니잖아 교실이잖아 . 다들 . 우리한테 여긴 . ? . 아 그래서 낮춰 어쩌라고 있네 조금만 하겠다고 해주겠어 내가 아니잖아 좀만 . 많은거 목소리만 일러봐꼰지르면 . . 내가 조용히 바란거 . 이러고 이새끼 자습하니까 뭐라도 뭐 같냐 많은거 그런뜻이 그저 아니잖아 이러면 . 조금 니 되는지 내가 제대로 것 .,3
396,거지라니 해줘 심하잖아 . 알겠지 쉬지 일이잖아 난 넌 . 다른거 . 학원도 안다니고 너가 취소해줘 거지 이건 맞잖아 너 거지라서 부탁할게 . 말이 사회에 . . 그리고 너 엄마 없지 이것좀 그런 소문났어 쓸모없는 정상인인 . 하지마 . 역겨우니까 . 공기 아까우니까 숨도 . 말아줘 . 하여튼 할 어차피 한가하잖아 . ? 알았어 야,3
397,헐 맛있겠다 맞아 . 그래 난 근데 괜찮아 천원 언제 싫어 만만하냐 . 알았어 너가 빌려준거잖아 내가 근데 줄거야 책 내가 뜯었어 갚을께 사 내가 떡볶이는 왜 삥 떡볶이 . ? 너가 . ? 야 너 아니 오늘 ? 어 너도 . 진짜 맛있다 어 살께 저번에,1
398,오늘 좋아 재깍재깍하면 ? 저 급하게 해야 지금 업무 되어서 곧 하라는 . 그래 도맡는건 됐네 며칠만에 하 ? ! 내가 잘 일이 있어서 오늘 가봐야하는데 얼마나 쉽지 해줘 직원씨가 저 며칠 동안 대신 하느라 야근만 같습니다 넘게 됐고 그래서 그건 원래 네 일이었고 아무튼 직원씨 없으니까 일 해놔 퇴근하려구요 안될 가야하니까 일주일 . 어머 이렇게 ? ? 사람들이 아 싫어하지 낼 대신 부딪히지도 않고 융통성 않을야 업무좀 네 상무님 ? 했습니다 아니라 . 제가 일 ? 마무리 그게 하고 아 아침까지 책상위에 안하면 회사 자기가 . 네 나 오늘 뭐해,2
399,저기 과장님 누가 시끄러워 어제 술에 네 개가 왜 이라고 뭐라고요 시끄럽고 이제 없네 않았어 계속 죄송합니다 없어요 죄송합니다 아니 저 뭐라 이야기 앞으로 미친것아 나 그때 상황 나 잠이 오질않았어 죄송합니다 . 내가 찐따라고 거야 내가 원참 모쏠 이 죽을 졌어요 한번보자 사원일때도 회식 했는데 내가 나가나 미안하다고 . 회사밖에 그러지 짖냐 나한테 어이가 중얼거리는 뭐 빨랑 미친것이 일이나해,2
400,있습니다 . 말아주세요 노력 . 시간 얼마 시간내에 니딸 ? 시간 내에 성공해야돼 최선을 다해보겠습니다 . 성공못하면 딸은 장기는 내꺼다 해보겠습니다 너한테 . 안남았어 . 그건 노력 달렸어 성공하면 제딸 절대 건드리지 말아주세요 건들지,0
401,내가 분명히 무리입니다 하려고 준비하라고 다음은 . . . 죄송합니다 . 다음주까지는 가족이니까 돈 어떻게 장기라도 여유가 요번주까지 ? 구해와 준비 못구하면 . 돈 기다려주세요 . 요번주까지는 . 한계가 . 신체 쓰고 팔아야지 . 제발 꼭 돈 안됩니다 . 기다려주는데도 포기각서 돈 있는거야 다음주까지 했지 . 다음주까지 이 다음주까지 어떻게 못하면 . 네,1
402,요새 . 벌었다면서 ? 무슨 . 뒤져서 좋은 진짜 ? 아 좀 무슨 로또를 . 생각했냐 이미 ? 넌 말 안할꺼라 제발 나오면 . . 진짜 엄마 . 글구 등 아니야 . 등이야 소문은 그래도 몇천은 로또된걸 . 떨어지잖아 중요해 힘든데 . 내놔라 . 무슨 세금빼면 진짜 없다니까 좀 이거 엄마 엄마가 쳐맞는다 ? 오빠 너 정신차려 . 반 병원비에 쓸꺼라고 . 사람이 오빠도 소문들었다 말할때 산사람이나 입에 풀칠해야지 . . ? 병원비하면 내놔 이거,1
403,. ? 같아서 그건 기간 ? 이자고 적 장난하지 더 이 얼만데 . 사는 돈 이자까지 이자는 . 기간 말고 재미 동의한 됐으니까 이번 맞자 . 저번에 잊었어 말고내 다 갚은 대신 거야 집에 년아 좀 . 건들지 . 난 말라고 없어 . 멍청한 이자는 너 줬잖아 내 이자까지 . 없게 콱 죽어버려야겠다,3
404,힘을 보세요 . 이렇게요 ? 말해 아니었습니다 죄송합니다 물고 의도는 손님 . 전혀 나빠 ? 기분 일 하는 안녕히 왜 목소리에 기분 그래요 ? 정말 이를 무슨 . 거야 소리에요 말하면 주고 안녕히 가라는 ? 소리지 ? 말해 가다 다시 . 나쁜 가십시오 네 보시라고요 말씀이신지 있어요 . 여기는 교육을 어떻게 그런 ! . 한번 ? 드립니다 . 아닙니다 그런 게 그런데 다시,3
405,돈없어 나 그건그거고 돈좀 말로할때 저번에 . 아직 야 좀만 알겠어 더 빌려줘 안돼 좋게 옷좀사게 만만해보이냐 안갚았잖아 아 그냥 말로하니까 빌려준거 얼마나 ? 만원 알았어 너,1
406,? 남자친구 좀 . 것 할 ? 있습니다 워낙 아니 네 해주셨으면 된 됐어 그럼 말이지 거 다 했겠네 ? ? 할 했겠다고 ? 젊은이들이 신입도 . . 팀장님 정도 요즘 나쁘네요 큰 안 이런 뭘 이런 그래 . 다 . 얼마나 . 앞으로 남자친구 질문은 좋겠어요 기분이 성희롱,2
407,아이패드 거 가져가면 하던 나도 줘 ? 더 도둑질이야 마저 필요하다고 ? 내놔 했잖아 왜 그 나도 어서 좋게 말 할 내놔 . 너 이거 지금 뭐 ? 내가 도둑이라도 된다는 내일 내 말도 너 도둑이지 뭐니 해 심하다 . 조금만 말만 거니 번 번째야 . 내놓으라고 당장 아 ? 몇,1
408,너 혼자 부르냐 뭐가 아니 갑자기 노래방 내 너 부르잖아 안하는거잖아 ? 하는게 부르는거야 너 가라 그럼 불러 아 기분나빠 너 더 어이없네 야 짜증나 안 노래가 부르면서 좋잖아 뭐 존나 노래도 혼자만 그냥 니가,3
409,도대체 같아 끝까지 ? 않겠다 걱정할 따위 ? 이 내가 바쳐 일해왔어 핵심기술이 . 넘어갈 때문에 . 말하지 차는군 . 없어 노친네가 안위가 해준 아버지와도 뭐가 있다고 이러는 모를거야 나도 당신은 절대 ? . 회장님은 나에겐 못해 같은 협박에 . 다시 경고한다 . 당신이 실토하지 않으면 그 별 수 . 기가 지금 게 청산가리가 분 난 목숨이야 . 나를 들어있지 뭐야 할 당신이 무사할까 년을 어쩌겠다는 당신이 이건가 따위 아니야 . 당신 절대 ? 내에 ? 죽이고 . 너 인간 것 저버릴 순 회사에 .,1
410,되지 더 아니 빠져서 안되는데 아무것도 정도 돈 좀 빠져서 . 용돈 ? 나 ? 얼마나 . 한 없어 지금 잃어버렸다니까 빌려줄거지 돈한푼이 정말 다 나 그정도는 없어 야 어떻게 지갑이 카드 돈 만원 미안해 . ? . 나는 . 지갑이 진짜 돈이 친구가 아닌데 돈 쩨쩨하게구네 그럼 빌려달라고 ? . 도와주자 줄게 받으면 . 좀 돈 나 벼텨 미안해 물에 좀 그건 승호야 물에 바로 그럼 너 그러니까 나 꼭 갑자기,1
411,이것 좀 정규직 절 저한테 . 안하면 담당자에게 업무가 아닌데 . 나씨가 이건 . 다른 . 제 게 맞는 . 것 왜 해오세요 해서 나씨 안하면 같습니다 . 어떻게 . 주세요 . 이게 위한 일인지 나씨 아니잖아 네 ?,2
412,애들아 . 이걸 갖고 샀어 민우오빠랑 뭐야 ? 사람인데 그거 비싼 거 ! 응 싶었던 . 용돈 걸 나 누군지도 . 너 어이가 응 무슨소리야 하냐고 이런 말야 뭔데 아니 웃기는 . ? 민우오빠도 가지고 있단말야 하고다닐거니까 야 사람이 민우오빠 모았어 야 좋아하는 오빠야 . 이번에 내놔 누군데 ? 뭔데 하고다녀 민우오빠랑 커플반지를 커플링처럼 진짜 모르는 ? 내꺼란 아냐 왜 가져가는데 다시 돌려줘 . 소리하고 . 내가 ! 그 생일선물이다 . 생각하고 .,1
413,어쩌라고 . 만해서 왜 너 . 얌전히 앗 어머 너 . 있었니 니가 너무 니 난쟁이 . . 침을 어떡해 이게 학폭이야 안보였나보다 ? 안보이는데 퉤 거기 너무하다 . 자꾸 . 아니면 이렇게 괴롭히면 뜰래 내가 ? 정신나갔네 거야 아니꼬우면 이씨 담당 셔틀하면 . 내가 작아서 셔틀을 쳐맞고 ? 질질짜고 ! 맨날 좋아 ? 애들 셔틀 진짜 그냥 아나 따라나와 너 진짜 니가 알아 내 짓할래 너 이거 하지마 야 야 미쳤나 너 지금,3
414,어딨습니까 보고서 하지 너가 더 힘들거야 이 보고서는 아닌데요 다 일이 부탁해 안으로 일이고 하 일이지 너가 안에 제가 ? 여깄다 제출 하세요 여태까지 다 해드렸잖아요 . 오늘 하세요 너 하면 믿어 좀 올린다 그만 ? 난 오늘 네일이 내 짓 했던 않으면 이렇게 제 네,0
415,아 학생 그러니까 얘기 좀 거 ! 자네걸로 어머님 있다가 같습니다 많이 아주머니 ? 아 제가 그래그래 . 제가 다름이 아니라 내가 요즘 와이파이 ? 네 그 생길지 . . 것 비밀번호를 설정을 그러나 왜 갑자기 비밀번호를 설정해 애가 제가 사용하려고 하는 거 당연히 제 맘대로 있는 거아닌가요 어이 지금 있으신 저희 잘 쓰고 아니 전에는 답답해 . 때마다 혼자산다고 학생 왜 ? 안녕하세요 댁에 설치하시면 그 풀어주겠나 아 . 그 구질구질하게 누구세요 되잖아요 같이 쓰면 좋은 학생 좀 쓸 ? 한단말일세 같이 있는데 이렇게 잠깐 오해가 ? 같은데 . 네 ? 오실 거고 챙겨준게 것저것 앞집 주셨고 제가 와이파이를 수 어 이유는 ? 안되겠네 ? 몰라 학생 나올건가 . 안쓰럽게 동안 안해두었더라구요 . 당장 와이파이 안풀면 왜 이 !,1
416,없어 준다더니 뭐 다 그 . 그럼 연락이 준비되는거야 많아요 각오해 며칠만 시간을 왜 내가 이 사장님 찾아가볼까 연락드릴께요 지금 준비하고 뭐 더 ? 주세요 . 주면 다 너무 그럴께요 . 않겠지 오늘까지 혹시 주셔야해요 그러지 금액이 더 . . 있으니 자료는 달라는 사모님 . 네,1
417,안그럼 야 게임 레벌 업 시켜놔 이거 쳐맞는거야 ? 잘할줄 그럴거면 잘못하는데 진짜 게임도 나는 못하겠어 알겠어 ? 시시간을 시시시간을 . 못주겠는데 노력해볼게 내일까지 불만이 안시켜놓으면 내가 시간을 더줘 레벨업 게임도 내일까지 노력이 야 이렇게 맞아 많아 . ? 새끼야 아니라 되게 만들어 ? 죽기 너 공부벌레니까 아 더 알았는데,0
418,아니 멀었어 시간을 아니 그 시간을 좀 ? 시간을 줬는데 내 일만 구해올게 ? ? 쓸 . 일 . 노력 하루만 시간을 진짜 시간을 ? 내가 진짜 진짜 이번에 데가 . 아니긴 주면 하루만 더 아니 제발 오늘도 없는 너 하루만 시간을 주면 말을 ? . 내가 더 나도 뭐가 적게 니 어떻게 믿지 ? 니 생기나 믿겠어 내가 돈이 편했나봐 말이 진짜 그게 내가 더 내가 줘 너무 . 아직도,1
419,박 대리 이번 해 때려치지 월 일부터 안 잡은 이미 가 죄송합니다 . 월 올렸는데 . 싱글이 같습니다 그래 힘들 돼 월 휴가 많이 것 승인이 휴가가 몰려서 너무 제가 팀장님 예약했는데 잡은 거 비행기 티켓도 사둬서 학원 일로 가고 미리 . 일부터 대리 일하기 . 좀 수 난 거 오래 거라 저는 일정을 그렇지만 . ? 보고 양보 다음에 월 . 박 . 초면 애들 좀 방학기간인데 괜찮지 어딜 월 저 . . 싫어 조금 말부터 말씀해주셨으면 . 제가 하겠습니다 주말에라도 남아서 잔업 휴가 정말 미리 올렸는데 ? . 정말 대리 지금 보니 저 문제가 아니네 일로 기강이 ! 있는 싱글이잖아 그렇게 이렇게 ? 휴가가 그렇게 박 아냐 초는 것 . 네 먼저,2
420,. 이 집만 바람난 이 말고 무슨 ? 했다고 자격이라니 ? 당신 이유가 내가 무슨 저번에 받기로 둬야해 너 유미 집은 돈보고 했으니까 돈 여자 또 범죄자야 당신 유미가 무슨 . . ! 고소 ? 조용히 사라져 이혼하고 잊었나본데 바람은 당신이 ? 피고 내가 봐야 빨리 ? 어 ? . ? 왜이래 . 나 니 해 정말 너같은 애랑 . 할 범죄자야 때렸잖아 당신이랑 도장찍고 자격으로 나한테 넘겨 집 가만히 싫다고 .,1
421,여 빨리 하나둘 셋하면 초안에 내가 던진 초 도와주는거야 야 ? 야 ? 신발 또 안뛰어 헉헉 너를위해서 남았잖아 ? . 어 초 넘었잖아 ? 주워와라 ? ? 내가 내가 임마 너같은 돼지 하나둘셋 하는거야 알겠어 ? 야이새끼야 출발 살빼려고 다시 던진다 휙 !,3
422,이제부터 탕비실 ? 씨가 왜 ? 저기 제가 제 ? 탕비실도 해야하나요 씨가 아닌데요 제 업무라니까요 누가해요 ? 씨 꼭 시킬까요 ? 막내가 해야하는거죠 다같이 쓰는 있어야해요 그런건아니지만 이유가 탕비실을 ? ? 업무가 탕비실을 뭐든 신경쓰기 같아서요 이제부터 업무는 그럼 힘들것 ! 불공정합니다,2
423,운전을 그렇게 하면 일차선에서 ? 나보다 듣자듣자하니 ? 운전을 ? 뭘 아저씨 그럼 아냐 아저씨 제가 죽여바 그럼 어리니깐 존댓말 그래 ? 반말안하게 잘못했는데요 ? 끼여드는게 잘못이 ? 그렇게 씨발새끼야 이 죽여보라고 싶어 하지말아야죠 하던가 진짜 어른이라고 참았더니 진짜 어떡해 개새끼가,0
